Air Quality,Water Quality,Earthquake Risk,Forest Fire Risk,Flooding Risk,Pollution Risk,Insurance Cost,Company
92,73,55,43,2,61,1169,The Personal
0,5,91,28,84,48,2848,Allstate
74,44,38,83,63,61,3181,Belairdirect
83,14,11,24,97,26,2856,Johnson Insurance
23,76,72,96,100,20,2613,Belairdirect
11,87,28,67,89,90,2898,Economical Insurance
76,91,91,48,37,51,1729,The Personal
50,2,100,4,12,35,1600,Economical Insurance
93,42,31,46,9,66,1991,Allstate
78,67,23,51,14,59,1566,The Co-operators
47,59,55,70,51,30,1327,The Co-operators
19,29,72,72,35,2,1288,The Co-operators
55,41,23,95,22,29,1399,Intact Insurance
88,76,18,54,56,52,2638,Economical Insurance
4,13,76,28,94,43,1631,The Personal
39,71,37,85,8,24,1186,The Co-operators
45,44,98,1,50,40,2291,Economical Insurance
92,87,88,45,17,63,3117,Johnson Insurance
61,94,92,79,94,97,2828,Allstate
2,36,87,94,32,89,1729,Intact Insurance
8,13,46,91,68,15,2368,Allstate
78,12,73,25,27,92,2052,Belairdirect
68,10,99,57,78,10,3046,The Personal
94,37,83,51,11,36,3178,Allstate
14,4,5,92,23,87,3402,The Co-operators
100,61,3,22,14,75,2841,Allstate
56,86,61,82,97,56,2996,Intact Insurance
89,27,64,98,4,24,2152,The Personal
48,58,2,38,15,8,1020,Economical Insurance
59,32,87,19,63,17,1945,Allstate
94,74,37,77,65,84,2710,Intact Insurance
60,4,61,55,53,97,1777,The Personal
74,11,33,47,2,54,2306,The Personal
97,71,58,75,97,10,2433,Allstate
70,89,38,79,56,71,1444,The Co-operators
54,3,52,39,88,89,2006,The Co-operators
5,21,37,78,3,17,3215,Economical Insurance
58,83,90,73,42,5,2166,Belairdirect
96,55,19,31,41,100,2725,Johnson Insurance
8,5,89,74,52,24,2691,Belairdirect
1,81,17,3,66,19,3315,The Personal
65,11,26,87,0,17,3175,Intact Insurance
71,71,42,99,93,40,3424,The Co-operators
81,14,86,20,86,32,2358,Belairdirect
44,73,1,68,10,86,3059,Economical Insurance
30,88,75,55,26,12,1668,Allstate
48,65,30,78,29,72,3227,Belairdirect
5,45,18,57,64,39,1574,Intact Insurance
2,37,70,25,53,48,1707,Belairdirect
65,53,70,89,17,79,1872,Intact Insurance
78,63,15,49,13,95,3424,Belairdirect
33,6,96,26,79,31,1616,Belairdirect
32,83,80,56,27,30,3476,The Co-operators
81,41,32,99,7,69,2714,The Co-operators
96,36,3,56,25,92,1314,The Co-operators
76,0,58,5,77,4,2542,Johnson Insurance
0,0,34,24,51,66,2679,The Personal
100,10,0,75,97,77,2656,Allstate
2,81,81,29,20,92,2145,The Co-operators
62,21,76,92,36,83,3207,Intact Insurance
34,43,11,92,84,82,1427,Belairdirect
97,39,59,2,78,85,1847,Intact Insurance
61,37,67,96,95,33,3171,Allstate
24,46,100,31,58,71,3117,The Personal
15,85,48,22,83,72,3175,Belairdirect
65,20,60,70,73,56,3458,The Personal
92,33,44,19,25,3,2641,Johnson Insurance
28,2,19,12,96,100,1446,Belairdirect
35,71,50,70,96,27,2431,Intact Insurance
32,59,21,27,96,36,3053,Allstate
17,96,48,35,53,12,3434,Allstate
53,18,22,69,5,18,2158,Belairdirect
32,10,30,41,39,100,3389,Johnson Insurance
35,24,72,32,43,81,2264,Intact Insurance
17,60,79,14,94,0,1757,Allstate
34,42,18,51,5,12,2742,Allstate
35,57,61,11,43,0,3301,Allstate
67,55,0,46,58,37,3452,Allstate
93,7,34,75,47,47,1107,Economical Insurance
27,39,75,81,22,61,1355,Economical Insurance
87,9,35,86,64,31,2425,Johnson Insurance
39,99,76,37,7,42,1715,Belairdirect
31,48,67,4,46,84,1995,Economical Insurance
72,88,45,62,15,15,1460,Allstate
97,96,0,69,13,44,1322,Allstate
59,98,47,46,88,1,3109,Intact Insurance
53,65,84,21,26,59,2679,The Co-operators
0,16,12,76,39,76,1645,Belairdirect
20,97,13,89,9,37,1679,Allstate
9,15,70,71,14,48,2821,The Co-operators
42,85,16,65,19,6,3051,The Co-operators
48,62,71,77,74,7,2542,Economical Insurance
27,31,60,33,49,46,2907,Johnson Insurance
54,93,73,6,31,1,2126,Allstate
7,82,92,82,81,90,2198,The Personal
11,6,9,19,58,39,1343,Intact Insurance
70,57,93,2,18,29,2750,Economical Insurance
48,73,34,86,56,63,2007,Belairdirect
78,100,9,92,13,45,2948,Intact Insurance
61,77,90,62,13,94,2652,Allstate
2,78,90,18,12,39,2516,Economical Insurance
46,26,55,3,37,76,3344,The Personal
59,100,26,27,76,88,1852,The Personal
45,17,74,44,48,4,2557,Intact Insurance
12,18,53,37,16,48,2325,Johnson Insurance
100,61,59,61,65,24,1658,Belairdirect
47,77,56,53,10,20,1426,Allstate
56,19,41,9,0,41,1403,Belairdirect
60,17,67,97,59,34,1542,Belairdirect
66,53,18,76,60,69,1761,The Personal
48,69,68,19,73,24,2668,Johnson Insurance
80,10,36,7,100,3,3038,Belairdirect
26,59,28,91,77,30,3198,Belairdirect
67,36,47,39,16,83,2136,Economical Insurance
4,27,22,1,19,59,3343,Allstate
14,96,95,80,90,95,2271,Allstate
92,15,31,28,11,91,1312,Belairdirect
54,75,4,39,96,74,1176,Economical Insurance
100,87,38,15,17,68,1930,Economical Insurance
23,29,36,40,17,37,3365,The Co-operators
61,35,94,62,29,71,3439,Economical Insurance
62,23,61,7,69,66,2150,Economical Insurance
95,26,67,87,93,91,1962,Intact Insurance
67,87,77,39,48,92,3223,Economical Insurance
53,69,91,97,67,69,3229,Economical Insurance
5,88,79,82,35,96,3196,Johnson Insurance
56,83,85,67,58,87,1609,Economical Insurance
0,97,44,86,56,91,3183,Belairdirect
12,81,49,88,19,11,2437,Johnson Insurance
31,5,98,60,48,8,2510,The Personal
100,22,28,29,48,16,2276,Belairdirect
60,45,7,44,36,89,1943,Intact Insurance
48,64,7,71,67,55,2252,The Co-operators
18,93,87,6,34,83,3549,Intact Insurance
42,45,13,68,41,57,3457,The Personal
20,100,36,22,2,62,1542,Allstate
21,47,94,93,46,93,2474,Johnson Insurance
81,97,54,14,12,77,1816,Intact Insurance
4,57,12,17,3,87,1903,Allstate
77,19,59,91,78,52,3358,The Personal
9,51,44,48,66,8,2468,Belairdirect
93,80,32,27,94,35,1626,Intact Insurance
98,58,50,94,53,7,2146,Belairdirect
11,35,79,24,3,1,1556,Economical Insurance
77,59,65,8,6,42,1114,The Personal
81,29,47,47,21,67,3321,Johnson Insurance
15,3,72,60,78,0,2100,The Personal
40,68,21,72,93,52,2538,Economical Insurance
66,5,99,71,51,99,2062,Belairdirect
60,92,45,86,34,76,3231,Intact Insurance
88,1,11,33,41,5,3395,The Co-operators
80,51,21,67,78,11,2787,Johnson Insurance
92,75,73,92,40,0,3324,Economical Insurance
77,30,58,83,24,45,1128,Belairdirect
92,71,73,0,32,33,1355,The Co-operators
78,77,1,51,89,66,2853,Belairdirect
79,40,48,14,15,27,2238,The Personal
87,65,20,10,63,42,2971,Belairdirect
15,84,42,57,52,68,2913,Belairdirect
47,3,63,5,22,69,2279,Allstate
88,58,27,25,75,46,1753,Economical Insurance
21,63,55,64,34,73,1222,The Personal
69,99,86,43,67,62,1487,Intact Insurance
17,58,15,12,4,37,1111,The Personal
30,39,76,90,79,61,2968,Allstate
55,59,36,82,51,64,1313,Economical Insurance
55,74,26,54,18,99,3105,Economical Insurance
59,93,72,65,76,57,1310,Belairdirect
58,16,83,75,74,13,1866,Johnson Insurance
68,30,55,23,6,2,3083,The Co-operators
8,72,31,63,64,57,2078,Belairdirect
85,67,50,18,49,63,1323,The Co-operators
64,16,99,14,52,98,3443,Belairdirect
34,16,71,97,56,37,2376,Belairdirect
95,43,20,29,38,68,2293,Johnson Insurance
23,26,11,51,30,18,2227,The Co-operators
8,77,48,10,73,40,2210,Allstate
92,50,55,61,25,79,2098,Allstate
0,72,44,69,0,98,2398,Intact Insurance
98,94,74,40,67,69,1572,Economical Insurance
34,96,82,95,54,68,1171,Belairdirect
56,67,17,78,23,10,1856,The Co-operators
100,15,36,85,100,80,3520,Johnson Insurance
23,37,66,6,16,16,1814,Economical Insurance
24,24,76,71,41,7,2370,Intact Insurance
43,62,50,93,65,80,1405,Intact Insurance
4,31,33,83,53,96,2576,Belairdirect
98,75,21,31,28,14,1322,The Personal
55,9,29,50,53,70,2101,Intact Insurance
28,44,70,0,60,11,2803,Belairdirect
16,32,100,28,41,81,3344,The Personal
13,95,14,74,66,45,1455,Belairdirect
88,70,87,16,22,77,3164,Johnson Insurance
10,10,84,41,17,24,3161,Allstate
26,27,14,40,92,39,2530,The Personal
37,58,90,50,8,78,2078,Economical Insurance
54,100,37,1,89,21,3218,Belairdirect
96,72,6,90,54,32,1888,Intact Insurance
16,58,58,30,96,72,3439,Belairdirect
85,62,44,40,8,1,2742,The Personal
56,85,20,75,88,68,1905,The Co-operators
69,55,10,69,86,72,1768,Economical Insurance
65,31,28,11,77,71,3484,Economical Insurance
68,70,80,36,89,35,1531,Johnson Insurance
78,98,38,8,62,86,2900,Allstate
93,57,86,22,58,43,2433,Johnson Insurance
74,85,93,61,61,86,1984,Allstate
11,95,32,33,100,43,2678,Johnson Insurance
7,92,10,15,55,74,1644,The Personal
77,64,17,23,1,89,2870,Intact Insurance
60,48,25,86,88,49,1346,Intact Insurance
56,78,2,22,9,76,2864,Intact Insurance
71,52,96,25,3,83,2711,Allstate
69,1,82,16,21,65,1760,Allstate
8,55,36,57,15,83,2832,Economical Insurance
32,43,48,39,12,48,2493,Johnson Insurance
25,31,14,63,98,32,3372,Economical Insurance
62,56,51,18,100,67,2924,Johnson Insurance
67,79,29,70,11,5,1620,Belairdirect
100,85,88,45,69,86,3293,Intact Insurance
76,69,65,38,91,48,1493,The Personal
100,68,91,23,63,92,2015,The Personal
38,33,54,58,88,29,2161,Allstate
14,81,9,31,21,10,1060,Belairdirect
46,26,4,52,56,88,2485,Johnson Insurance
31,70,78,74,52,9,2996,Intact Insurance
15,60,9,99,27,50,2302,Allstate
81,95,81,11,11,24,2379,Johnson Insurance
1,70,82,32,32,21,1729,Allstate
100,32,94,91,6,83,1301,Allstate
27,29,79,23,72,19,1619,Intact Insurance
42,25,88,70,44,43,3093,Belairdirect
13,48,6,86,67,80,2835,Belairdirect
65,44,9,56,57,37,2281,Economical Insurance
49,73,17,33,93,98,1557,Intact Insurance
32,92,75,20,34,83,2568,The Co-operators
65,64,65,37,50,1,2118,The Personal
73,95,40,90,54,13,2649,Economical Insurance
96,26,62,7,65,71,2006,The Co-operators
75,77,33,56,86,2,1721,The Co-operators
94,53,100,33,68,87,1784,Belairdirect
58,1,55,62,58,8,2369,Allstate
92,62,37,41,43,53,1888,The Personal
18,7,86,6,57,20,3088,Intact Insurance
43,2,28,39,77,39,3314,Intact Insurance
25,55,36,54,24,35,2670,Belairdirect
1,16,90,61,23,62,1875,Johnson Insurance
58,79,85,22,47,46,2371,Belairdirect
83,72,79,58,94,100,1462,The Co-operators
6,32,32,93,15,100,1900,Allstate
90,57,34,45,2,74,3124,Allstate
43,62,30,4,68,45,1505,The Co-operators
92,37,63,28,15,15,1647,Economical Insurance
93,97,72,16,41,8,1596,Allstate
86,69,13,79,35,4,1234,Allstate
79,28,5,26,49,14,2438,The Co-operators
82,100,22,27,15,49,1522,The Personal
52,95,15,28,90,69,1530,Allstate
48,66,47,94,10,70,2619,Belairdirect
43,4,1,47,40,37,2489,Belairdirect
53,93,55,97,66,81,1182,Intact Insurance
22,12,95,48,41,22,2734,The Personal
47,57,79,46,16,39,2106,Johnson Insurance
4,19,56,91,79,64,2089,Johnson Insurance
81,36,41,55,20,40,2920,Belairdirect
58,88,64,16,6,8,3459,Belairdirect
99,56,41,0,71,23,1854,Belairdirect
79,15,4,58,92,99,3449,The Co-operators
73,23,14,69,49,7,2154,The Co-operators
33,4,6,48,43,83,3212,Allstate
54,42,53,43,62,85,1929,Allstate
6,68,6,29,94,24,3407,The Personal
43,12,81,43,39,47,3063,Belairdirect
68,73,16,38,77,11,3259,Belairdirect
5,79,41,86,89,49,1877,Johnson Insurance
30,47,84,29,7,40,1920,Economical Insurance
13,96,19,10,46,80,3326,The Co-operators
12,60,8,8,40,15,2048,The Co-operators
95,5,46,46,91,81,2847,The Personal
83,27,31,87,45,55,2829,The Personal
72,25,88,54,14,98,2731,Allstate
5,87,51,71,77,97,3180,Intact Insurance
8,86,27,11,60,36,3304,The Personal
78,90,74,55,84,94,3221,Allstate
97,34,0,20,91,91,1943,The Personal
24,88,26,82,19,65,1786,The Co-operators
57,85,1,76,95,99,2564,Economical Insurance
55,14,71,64,29,9,3277,Allstate
29,63,1,12,17,100,1488,Economical Insurance
9,37,66,28,82,47,2047,Allstate
51,29,78,2,37,5,3308,The Personal
62,68,100,51,35,51,2656,Johnson Insurance
69,48,34,75,59,55,1272,Economical Insurance
3,5,24,18,72,74,2154,Belairdirect
47,15,30,36,76,54,2510,The Co-operators
89,86,42,45,28,50,2065,The Co-operators
47,51,42,9,26,24,2944,Belairdirect
77,15,12,70,52,78,1159,The Personal
24,33,85,79,79,89,3397,The Personal
100,9,68,87,48,74,1151,Johnson Insurance
14,36,94,81,65,47,1308,The Co-operators
84,17,49,97,91,81,2069,Economical Insurance
36,90,4,3,94,90,2387,Johnson Insurance
35,34,17,54,59,70,2779,Belairdirect
85,70,90,46,4,99,2889,Belairdirect
54,13,4,45,57,18,3144,The Personal
70,46,23,38,4,58,2784,Intact Insurance
14,24,20,18,6,10,1426,Johnson Insurance
86,34,97,5,72,56,2057,Allstate
44,62,60,52,98,89,3224,The Co-operators
50,24,38,60,76,91,2682,Johnson Insurance
45,67,22,34,67,33,1056,Belairdirect
85,8,56,47,54,63,1150,Belairdirect
6,29,0,35,18,92,1614,Intact Insurance
44,24,80,81,76,48,2216,The Co-operators
60,10,22,67,8,60,2307,Belairdirect
44,45,9,67,99,78,3548,Economical Insurance
13,5,50,96,23,31,2527,Economical Insurance
89,12,15,97,58,79,1270,The Co-operators
95,38,51,45,34,3,1319,Intact Insurance
45,27,14,13,11,74,2541,Belairdirect
31,85,27,53,51,31,2875,The Personal
10,4,81,67,60,40,2048,Intact Insurance
5,39,26,72,50,97,1198,Belairdirect
60,37,29,42,78,9,3492,The Personal
4,31,21,38,85,53,1320,Allstate
84,59,15,37,67,51,3260,Belairdirect
39,29,52,99,21,17,1551,Intact Insurance
40,83,37,51,52,34,2678,Economical Insurance
82,24,44,9,76,28,2059,Intact Insurance
97,87,64,38,17,44,1166,Intact Insurance
46,15,15,80,76,3,1664,Intact Insurance
4,22,90,8,41,55,2656,Allstate
78,54,63,53,77,1,2314,Economical Insurance
39,39,52,60,90,50,3159,Intact Insurance
21,63,14,74,54,45,2504,Johnson Insurance
37,82,37,42,95,55,2612,Intact Insurance
68,70,20,29,59,72,1548,Johnson Insurance
83,58,78,85,70,89,2856,Johnson Insurance
14,78,84,84,36,1,1577,Johnson Insurance
17,45,85,63,74,40,1202,Intact Insurance
2,63,17,12,29,98,1028,Johnson Insurance
54,40,7,51,9,15,2508,Johnson Insurance
96,0,33,41,32,38,1982,Intact Insurance
17,33,28,53,2,57,1395,Intact Insurance
4,78,22,81,31,24,3396,Intact Insurance
57,16,72,100,26,78,3435,Economical Insurance
90,66,88,2,78,44,1700,Johnson Insurance
87,52,72,85,32,46,2798,The Co-operators
49,39,44,24,92,51,1826,Allstate
24,64,97,73,43,84,3110,The Co-operators
4,100,59,9,47,48,1449,Economical Insurance
6,30,43,75,99,17,1639,Economical Insurance
82,25,63,71,10,4,1523,The Co-operators
14,1,32,31,41,72,3208,The Co-operators
14,68,72,50,46,44,3462,The Personal
53,65,10,12,94,76,1914,Economical Insurance
5,24,12,73,68,83,1849,The Co-operators
12,79,39,82,100,72,3246,Allstate
67,94,73,91,19,47,2970,Belairdirect
49,86,31,88,22,62,3444,Intact Insurance
55,48,81,47,5,60,2615,The Personal
71,63,85,70,94,50,3183,The Co-operators
52,78,70,8,34,3,2119,Allstate
41,55,61,10,42,47,2263,The Co-operators
37,84,41,36,100,19,1151,Belairdirect
45,8,32,29,58,60,2728,Johnson Insurance
93,100,12,45,84,12,2993,Intact Insurance
53,55,22,86,42,29,2910,Allstate
23,61,34,72,18,100,3198,Intact Insurance
59,39,88,94,82,35,1586,The Co-operators
65,47,52,33,38,9,2235,Allstate
71,9,38,15,48,97,1525,Economical Insurance
68,38,18,71,1,16,3096,The Personal
78,89,57,41,25,25,3275,Economical Insurance
53,82,43,48,59,8,2639,The Co-operators
13,99,2,22,36,83,3447,Intact Insurance
21,16,82,3,52,95,2977,Allstate
97,47,58,79,61,65,2495,Johnson Insurance
35,38,1,37,5,72,1426,Intact Insurance
22,36,62,79,33,89,3162,The Personal
16,13,4,7,58,61,1349,Allstate
10,90,67,55,95,51,1324,Allstate
69,4,29,78,87,57,2280,The Personal
74,72,60,35,90,64,1436,Allstate
60,85,51,10,86,25,2032,Allstate
100,42,64,19,8,56,3353,Intact Insurance
9,16,52,5,18,35,3493,The Co-operators
100,52,52,89,85,80,1577,Belairdirect
29,10,9,8,85,11,1166,Intact Insurance
60,57,3,66,18,70,1584,The Co-operators
26,69,59,95,36,25,3379,Johnson Insurance
81,22,58,95,92,6,2143,Belairdirect
69,19,36,78,23,21,1348,Intact Insurance
95,81,99,14,5,84,3459,Belairdirect
77,55,75,19,60,64,1115,Allstate
88,23,38,15,41,72,2651,Johnson Insurance
17,64,31,3,34,13,2815,The Co-operators
30,14,45,84,11,43,1683,The Personal
43,54,57,18,59,24,2024,Allstate
44,15,58,36,35,44,1089,Intact Insurance
15,89,59,98,9,92,2807,Johnson Insurance
11,32,42,48,44,95,2068,Intact Insurance
73,78,15,94,10,64,2755,The Personal
42,42,61,46,49,71,2253,The Co-operators
11,71,25,94,41,14,2399,Intact Insurance
89,81,93,68,67,72,1830,The Co-operators
86,59,85,80,11,12,1223,Allstate
85,26,10,2,66,48,2075,Johnson Insurance
46,52,49,30,73,96,2211,Economical Insurance
18,52,40,77,92,85,1467,Johnson Insurance
77,24,54,8,64,97,1994,Allstate
45,24,87,19,82,36,1706,Economical Insurance
86,19,56,13,69,41,2605,Intact Insurance
9,19,30,13,90,57,2869,Allstate
15,62,66,5,99,74,2082,The Personal
63,4,55,55,95,26,2790,The Co-operators
45,97,54,12,60,100,2499,Belairdirect
86,52,39,74,95,4,2395,Allstate
65,89,9,61,99,13,1186,Intact Insurance
70,48,93,12,86,14,1791,Johnson Insurance
34,52,73,94,0,95,1223,Belairdirect
47,93,55,72,48,88,1505,The Co-operators
51,78,26,80,9,40,1734,Intact Insurance
29,32,13,21,10,11,2202,The Co-operators
97,29,85,40,84,27,2914,The Personal
36,100,57,63,23,78,1807,Intact Insurance
72,54,44,43,93,13,3098,Intact Insurance
60,97,47,52,45,13,1670,Johnson Insurance
8,53,53,51,3,42,2023,Johnson Insurance
0,22,64,55,15,89,2393,Allstate
75,75,16,52,87,27,3517,Intact Insurance
41,5,28,25,85,55,1530,Johnson Insurance
25,57,67,17,67,42,2843,Economical Insurance
86,71,14,2,44,94,1730,The Co-operators
79,67,92,36,72,96,1394,The Co-operators
99,91,26,42,62,0,1705,The Co-operators
59,7,55,79,2,60,1022,Belairdirect
73,38,34,40,63,99,2439,Intact Insurance
26,1,38,64,41,44,2825,The Co-operators
38,83,23,33,75,25,1467,Allstate
9,77,4,67,14,23,2590,Belairdirect
16,55,97,90,34,88,3505,The Personal
59,45,64,5,71,32,1735,The Co-operators
53,60,14,22,89,44,1227,Belairdirect
4,18,77,87,32,36,2991,Belairdirect
25,72,36,53,96,49,2267,Economical Insurance
10,65,9,64,73,27,3134,The Co-operators
13,49,88,58,95,7,2423,Allstate
67,82,94,19,34,67,1298,Johnson Insurance
42,52,85,63,62,93,1511,The Co-operators
46,40,8,32,5,95,3232,Allstate
10,37,87,29,38,52,3460,Economical Insurance
30,14,81,49,43,38,1291,The Personal
50,17,75,21,72,19,2716,Johnson Insurance
52,46,63,97,4,75,2276,The Personal
53,3,53,100,50,78,2803,Belairdirect
53,25,86,81,21,38,2463,Economical Insurance
87,17,55,28,82,55,2693,Economical Insurance
87,48,88,26,98,31,2362,The Personal
56,90,41,65,99,99,3237,Economical Insurance
47,92,76,28,58,5,2490,Economical Insurance
14,24,90,70,93,27,2668,Intact Insurance
46,96,86,72,4,61,2266,The Personal
62,39,1,15,77,23,1530,Belairdirect
96,24,87,18,85,65,2496,Allstate
23,41,26,78,22,52,3266,Intact Insurance
60,58,28,18,65,40,1320,Intact Insurance
2,73,79,65,9,62,1258,The Personal
50,85,71,38,26,62,3555,Allstate
46,54,91,16,51,70,1459,Intact Insurance
18,86,14,94,1,42,1455,The Personal
100,13,39,33,11,12,1720,The Co-operators
31,99,11,57,23,50,1718,Belairdirect
65,90,9,79,35,54,3563,Allstate
59,89,61,35,99,57,1447,Belairdirect
30,4,77,40,4,66,2800,Allstate
8,19,52,16,43,40,3409,The Co-operators
62,87,28,65,79,64,1387,Belairdirect
19,52,79,94,24,57,1382,Belairdirect
82,60,3,22,98,70,2643,The Personal
88,96,69,81,12,76,2613,Allstate
0,80,77,37,9,72,2738,Allstate
38,55,20,1,42,28,1146,Belairdirect
70,40,27,72,31,63,3039,The Personal
23,7,12,73,12,85,2294,Johnson Insurance
64,2,70,46,60,10,1005,Economical Insurance
54,32,57,5,44,10,1101,The Co-operators
79,0,99,30,24,4,1868,The Personal
54,70,72,67,54,92,2909,Intact Insurance
55,22,45,55,35,47,1158,The Co-operators
34,40,11,72,21,36,1004,Intact Insurance
49,36,71,80,80,91,2331,Allstate
51,14,25,70,83,83,2983,Intact Insurance
13,94,81,23,38,84,2170,Allstate
90,60,66,15,43,61,1280,Johnson Insurance
64,91,63,9,85,84,3400,The Co-operators
49,45,44,48,80,60,2128,The Co-operators
26,54,12,5,50,72,1224,Intact Insurance
97,13,12,54,47,11,1124,Intact Insurance
86,94,74,52,87,21,2389,Belairdirect
47,99,0,5,86,87,1891,Economical Insurance
79,57,99,47,35,41,1654,The Personal
81,30,12,32,67,94,3549,The Co-operators
9,21,92,67,69,25,1836,Intact Insurance
94,47,56,97,13,100,2518,Belairdirect
50,2,6,25,25,61,1769,Allstate
50,25,55,53,22,18,2172,Intact Insurance
0,54,65,80,34,99,2464,Intact Insurance
91,98,6,93,55,22,1670,Economical Insurance
20,94,67,52,72,35,2705,Economical Insurance
49,2,63,57,96,69,2525,Johnson Insurance
41,58,36,62,77,96,3338,Allstate
32,6,49,27,46,11,3160,Intact Insurance
70,24,91,3,88,33,2999,Economical Insurance
89,52,92,76,40,89,1506,The Personal
71,47,36,42,41,19,2180,Johnson Insurance
66,10,56,98,86,37,3096,Allstate
20,72,90,89,47,16,3442,Belairdirect
46,10,59,4,9,2,2592,Belairdirect
67,33,77,48,54,0,3057,Economical Insurance
75,72,17,26,37,88,2601,The Co-operators
51,69,50,24,46,22,1472,The Co-operators
73,85,52,56,15,77,3561,Belairdirect
47,80,48,1,82,67,2588,Johnson Insurance
45,21,56,75,92,72,1677,The Co-operators
70,39,90,73,88,19,3396,The Co-operators
68,56,93,70,41,20,1291,Johnson Insurance
19,15,56,11,73,72,1992,Economical Insurance
82,68,62,40,88,31,3051,Belairdirect
73,71,21,92,97,32,2442,Economical Insurance
68,17,33,33,11,30,2293,Intact Insurance
97,83,60,70,90,49,1173,Economical Insurance
63,46,20,4,21,58,3219,Belairdirect
74,56,78,38,65,79,2553,Intact Insurance
88,92,53,23,45,22,1148,Intact Insurance
42,7,71,36,6,89,3037,Allstate
46,89,66,0,7,24,2898,Belairdirect
78,99,90,59,20,68,2188,Allstate
22,61,14,4,63,41,1075,Economical Insurance
59,86,92,31,45,41,2277,Economical Insurance
59,63,8,18,1,5,1531,The Personal
31,57,48,43,57,93,2420,Belairdirect
6,67,66,11,66,72,2342,The Personal
5,12,43,46,75,19,2138,Belairdirect
83,75,19,58,100,76,1304,The Personal
43,41,93,95,75,46,2568,The Co-operators
19,28,85,28,19,15,1365,Johnson Insurance
36,92,21,100,55,1,3365,The Co-operators
73,29,18,60,9,95,1669,Belairdirect
80,100,24,34,4,91,3077,The Co-operators
94,66,95,92,42,22,1851,Allstate
96,3,37,35,59,57,1631,Johnson Insurance
91,65,48,23,7,33,1934,Intact Insurance
17,15,71,98,80,4,2365,Intact Insurance
38,5,69,26,94,44,1516,Johnson Insurance
47,38,31,85,50,74,3252,Intact Insurance
